Name,Category,Region,County,Facility,Availability,Facility.URL,Golf.URL,Nature.Center.URL,Longitude,Latitude,Location
Robert Moses,State Park,10,St. Lawrence,Nature_Center,Not Available,http://nysparks.com/parks/51/details.aspx,,http://www.nysparks.com/environment/nature-centers/5/details.aspx,-74.82735035,45.00064012,"(45.00064012250, -74.82735034810)"
Robert Wehle,State Park,10,Jefferson,Nature_Center,Not Available,http://nysparks.com/parks/137/details.aspx,,,-76.27550032,43.86716908,"(43.86716908390, -76.27550031840)"
Rock Island Lighthouse,State Park,10,Jefferson,Nature_Center,Not Available,,,,-76.01679557,44.28031135,"(44.28031135040, -76.01679556720)"
Sackets Harbor,State Historic Site,10,Jefferson,Nature_Center,Not Available,http://nysparks.com/historic-sites/7/details.aspx,,,-76.12978027,43.94630983,"(43.94630982770, -76.12978027100)"
Southwick Beach,State Park,10,Jefferson,Nature_Center,Not Available,http://nysparks.com/parks/36/details.aspx,,,-76.20460033,43.76329127,"(43.76329126660, -76.20460032660)"
St. Lawrence,State Park,10,St. Lawrence,Nature_Center,Not Available,http://nysparks.com/parks/70/details.aspx,http://nysparks.com/golf-courses/2/details.aspx,,-75.57656984,44.62983634,"(44.62983633830, -75.57656983570)"
Stony Creek Boat Launch,Marine Facility,10,Jefferson,Nature_Center,Not Available,,,,-76.22920823,43.82561136,"(43.82561136390, -76.22920822600)"
Waterson Point,State Park,10,Jefferson,Nature_Center,Not Available,http://nysparks.com/parks/48/details.aspx,,,-76.01007586,44.33917818,"(44.33917817740, -76.01007586330)"
Wellesley Island,State Park,10,Jefferson,Nature_Center,Available,http://nysparks.com/parks/52/details.aspx,http://nysparks.com/golf-courses/7/details.aspx,http://www.nysparks.com/environment/nature-centers/2/details.aspx,-76.01544821,44.329238,"(44.32923800290, -76.01544820650)"
Westcott Beach,State Park,10,Jefferson,Nature_Center,Not Available,http://nysparks.com/parks/90/details.aspx,,,-76.11801703,43.89698048,"(43.89698048320, -76.11801702600)"
Whetstone Gulf,State Park,10,Lewis,Nature_Center,Not Available,http://nysparks.com/parks/92/details.aspx,,,-75.47741546,43.69850757,"(43.69850757390, -75.47741546370)"
Wilson Hill Boat Launch,Marine Facility,10,St. Lawrence,Nature_Center,Not Available,,,,-75.00699964,44.92902872,"(44.92902871910, -75.00699964460)"
Athens Boat Launch,Marine Facility,11,Greene,Nature_Center,Not Available,,,,-73.80227689,42.27295384,"(42.27295383990, -73.80227688600)"
Bennington Battlefield,State Historic Site,11,Rensselaer,Nature_Center,Not Available,http://nysparks.com/historic-sites/12/details.aspx,,,-73.3022506,42.93950615,"(42.93950615040, -73.30225060210)"
Cherry Plain,State Park,11,Rensselaer,Nature_Center,Not Available,http://nysparks.com/parks/173/details.aspx,,,-73.41221527,42.61786779,"(42.61786778960, -73.41221526600)"
Coxsackie Boat Launch,Marine Facility,11,Greene,Nature_Center,Not Available,,,,-73.79577523,42.35271611,"(42.35271611280, -73.79577522510)"
Crailo,State Historic Site,11,Rensselaer,Nature_Center,Not Available,http://nysparks.com/historic-sites/30/details.aspx,,,-73.74922568,42.63462908,"(42.63462907530, -73.74922568100)"
Crown Point,State Historic Site,11,Essex,Nature_Center,Not Available,http://nysparks.com/historic-sites/34/details.aspx,,,-73.43166319,44.02332481,"(44.02332481240, -73.43166318720)"
Grafton Lakes,State Park,11,Rensselaer,Nature_Center,Not Available,http://nysparks.com/parks/53/details.aspx,,http://www.nysparks.com/environment/nature-centers/1/details.aspx,-73.44286108,42.78418998,"(42.78418997700, -73.44286108410)"
Grant Cottage,State Historic Site,11,Saratoga,Nature_Center,Not Available,http://nysparks.com/historic-sites/9/details.aspx,,,-73.74541757,43.2012117,"(43.20121170390, -73.74541757310)"
Guy Park,State Historic Site,11,Montgomery,Nature_Center,Not Available,,,,-74.20954822,42.94695201,"(42.94695200740, -74.20954821570)"
Hudson River Islands,State Park,11,Columb/Greene,Nature_Center,Not Available,http://nysparks.com/parks/98/details.aspx,,,-73.7783764,42.32888525,"(42.32888524760, -73.77837640000)"
John Boyd Thacher,State Park,11,Albany,Nature_Center,Available,http://nysparks.com/parks/128/details.aspx,,http://www.nysparks.com/environment/nature-centers/8/details.aspx,-74.01470616,42.65546553,"(42.65546552500, -74.01470615780)"
John Brown Farm,State Historic Site,11,Essex,Nature_Center,Not Available,http://nysparks.com/historic-sites/29/details.aspx,,,-73.97150675,44.2495745,"(44.24957450370, -73.97150674920)"
Johnson Hall,State Historic Site,11,Fulton,Nature_Center,Not Available,http://nysparks.com/historic-sites/10/details.aspx,,,-74.38189017,43.01551188,"(43.01551188180, -74.38189017440)"
Lake Lauderdale,State Park,11,Washington,Nature_Center,Not Available,,,,-73.37041513,43.08508562,"(43.08508562190, -73.37041512790)"
Max V. Shaul,State Park,11,Schoharie,Nature_Center,Not Available,http://nysparks.com/parks/94/details.aspx,,,-74.41092231,42.54799377,"(42.54799377170, -74.41092231350)"
Mine Kill,State Park,11,Schoharie,Nature_Center,Not Available,http://nysparks.com/parks/165/details.aspx,,,-74.4611211,42.43402454,"(42.43402453550, -74.46112109670)"
Mohawk River,State Park,11,Schenectady,Nature_Center,Not Available,,,,-73.84963984,42.80040938,"(42.80040937990, -73.84963983660)"
Moreau Lake,State Park,11,Saratoga,Nature_Center,Available,http://nysparks.com/parks/150/details.aspx,,http://www.nysparks.com/environment/nature-centers/7/details.aspx,-73.7337769,43.23321367,"(43.23321366860, -73.73377689810)"
Peebles Island,State Park,11,Saratoga,Nature_Center,Not Available,http://nysparks.com/parks/111/details.aspx,,,-73.68454923,42.78232136,"(42.78232135940, -73.68454923040)"
Rexford Aqueduct,State Historic Site,11,Sara/Schen,Nature_Center,Not Available,,,,-73.88767645,42.84926496,"(42.84926496220, -73.88767645060)"
Saratoga Lake Marine Park,Marine Facility,11,Saratoga,Nature_Center,Not Available,http://nysparks.com/parks/120/details.aspx,,,-73.72043153,43.05350531,"(43.05350531080, -73.72043153470)"
Saratoga Spa,State Park,11,Saratoga,Nature_Center,Not Available,http://nysparks.com/parks/112/details.aspx,http://nysparks.com/golf-courses/15/details.aspx,,-73.80393559,43.05089145,"(43.05089144720, -73.80393559290)"
Schodack Island,State Park,11,Alb/Rens,Nature_Center,Not Available,http://nysparks.com/parks/146/details.aspx,,,-73.77652044,42.49059902,"(42.49059902240, -73.77652043620)"
Schoharie Crossing,State Historic Site,11,Montgomery,Nature_Center,Not Available,http://nysparks.com/historic-sites/27/details.aspx,,,-74.26757028,42.94934485,"(42.94934485380, -74.26757027890)"
Schuyler Mansion,State Historic Site,11,Albany,Nature_Center,Not Available,http://nysparks.com/historic-sites/33/details.aspx,,,-73.75928699,42.64132297,"(42.64132297360, -73.75928699310)"
Susan B Anthony,Other,11,Washington,Nature_Center,Not Available,,,,-73.42311978,43.11052997,"(43.11052996620, -73.42311978200)"
Thompson's Lake,State Park,11,Albany,Nature_Center,Not Available,http://nysparks.com/parks/99/details.aspx,,,-74.04697993,42.65573108,"(42.65573108020, -74.04697993400)"
Bayswater,State Park,12,Queens,Nature_Center,Not Available,http://nysparks.com/parks/86/details.aspx,,,-73.77255293,40.6128179,"(40.61281790070, -73.77255293330)"
Clay Pit Ponds,State Park Preserve,12,Richmond,Nature_Center,Available,http://nysparks.com/parks/166/details.aspx,,http://www.nysparks.com/environment/nature-centers/14/details.aspx,-74.22904609,40.54056355,"(40.54056354560, -74.22904608840)"
East River,State Park,12,Kings,Nature_Center,Not Available,http://nysparks.com/parks/155/details.aspx,,,-73.96205754,40.72142461,"(40.72142461340, -73.96205753500)"
Franklin D. Roosevelt Four Freedoms,State Park,12,Manhattan,Nature_Center,Not Available,http://nysparks.com/parks/186/details.aspx,,,-73.96037937,40.75067655,"(40.75067655220, -73.96037937080)"
Gantry Plaza,State Park,12,Queens,Nature_Center,Not Available,http://nysparks.com/parks/149/details.aspx,,,-73.95904525,40.74435214,"(40.74435214460, -73.95904524500)"
Hudson River Park,State Park,12,Manhattan,Nature_Center,Not Available,,,,-74.01174318,40.73549893,"(40.73549892950, -74.01174318270)"
Riverbank,State Park,12,Manhattan,Nature_Center,Not Available,http://nysparks.com/parks/93/details.aspx,,,-73.95685417,40.82553482,"(40.82553482490, -73.95685416970)"
Roberto Clemente,State Park,12,Bronx,Nature_Center,Not Available,http://nysparks.com/parks/140/details.aspx,,,-73.92004274,40.85536367,"(40.85536366550, -73.92004273640)"
Buffalo Harbor,State Park,1,Erie,Nature_Center,Not Available,http://nysparks.com/parks/191/details.aspx,,,-78.86468299,42.84638726,"(42.84638725520, -78.86468299030)"
Amherst,State Park,1,Erie,Beach,Not Available,,,,-78.74808818,42.97100087,"(42.97100087300, -78.74808818390)"
Beaver Island,State Park,1,Erie,Beach,Available,http://nysparks.com/parks/56/details.aspx,http://nysparks.com/golf-courses/4/details.aspx,http://www.nysparks.com/environment/nature-centers/11/details.aspx,-78.95310636,42.96576594,"(42.96576593970, -78.95310636330)"
Big Six Mile Creek Marina,Marine Facility,1,Erie,Beach,Not Available,http://nysparks.com/parks/50/details.aspx,,,-79.0109877,43.02319516,"(43.02319515750, -79.01098770030)"
Buckhorn Island,State Park,1,Erie,Beach,Not Available,http://nysparks.com/parks/174/details.aspx,,,-78.98074732,43.05851648,"(43.05851647910, -78.98074732480)"
Darwin Martin House,State Historic Site,1,Erie,Beach,Not Available,http://nysparks.com/historic-sites/35/details.aspx,,,-78.8480452,42.93609209,"(42.93609208890, -78.84804520450)"
DeVeaux Woods,State Park,1,Erie,Beach,Not Available,http://nysparks.com/parks/11/details.aspx,,,-79.05874318,43.1194168,"(43.11941679870, -79.05874317650)"
Devil's Hole,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/42/details.aspx,,,-79.0459607,43.13463185,"(43.13463185450, -79.04596070110)"
Earl W. Brydges Artpark,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/113/details.aspx,,,-79.04192821,43.16561822,"(43.16561822460, -79.04192820690)"
Evangola,State Park,1,Erie,Beach,Available,http://nysparks.com/parks/91/details.aspx,,,-79.10185926,42.60579936,"(42.60579935850, -79.10185925780)"
Fort Niagara,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/175/details.aspx,,,-79.05258585,43.26163494,"(43.26163493740, -79.05258585060)"
Four Mile Creek,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/6/details.aspx,,,-78.99746851,43.27437645,"(43.27437644850, -78.99746851150)"
Golden Hill,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/143/details.aspx,,,-78.48015886,43.36946168,"(43.36946167910, -78.48015885640)"
Joseph Davis,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/45/details.aspx,,,-79.03992446,43.21412115,"(43.21412114900, -79.03992445770)"
Knox Farm,State Park,1,Erie,Beach,Not Available,http://nysparks.com/parks/163/details.aspx,,,-78.64774994,42.77386727,"(42.77386726570, -78.64774993590)"
Niagara Falls,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/46/details.aspx,,,-79.06701953,43.0867482,"(43.08674820210, -79.06701953470)"
Old Fort Niagara,State Historic Site,1,Niagara,Beach,Not Available,http://nysparks.com/historic-sites/31/details.aspx,,,-79.06311435,43.26259391,"(43.26259391080, -79.06311434890)"
Reservoir,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/75/details.aspx,,,-79.01503815,43.13401154,"(43.13401154410, -79.01503814730)"
Strawberry Island,Other,1,Erie,Beach,Not Available,,,,-78.92249742,42.95394906,"(42.95394905960, -78.92249742120)"
Whirlpool,State Park,1,Niagara,Beach,Not Available,http://nysparks.com/parks/105/details.aspx,,,-79.06341797,43.12040048,"(43.12040047670, -79.06341796780)"
Wilson-Tuscarora,State Park,1,Niagara,Beach,Available,http://nysparks.com/parks/69/details.aspx,,,-78.85560888,43.30377729,"(43.30377729260, -78.85560888360)"
Woodlawn Beach,State Park,1,Erie,Beach,Available,http://nysparks.com/parks/47/details.aspx,,http://www.nysparks.com/environment/nature-centers/10/details.aspx,-78.85220785,42.7938189,"(42.79381890080, -78.85220784890)"
Allegany,State Park,2,Cattaraugus,Beach,Available,http://nysparks.com/parks/136/details.aspx,,http://www.nysparks.com/environment/nature-centers/12/details.aspx,-78.76855865,42.05475752,"(42.05475752110, -78.76855864730)"
Lake Erie,State Park,2,Chautauqua,Beach,Available,http://nysparks.com/parks/129/details.aspx,,,-79.43141787,42.42289079,"(42.42289078970, -79.43141787300)"
Long Point,State Park,2,Chautauqua,Beach,Available,http://nysparks.com/parks/109/details.aspx,,,-79.4109114,42.17876065,"(42.17876065240, -79.41091140450)"
Midway,State Park,2,Chautauqua,Beach,Not Available,http://nysparks.com/parks/167/details.aspx,,,-79.4224274,42.20087248,"(42.20087248010, -79.42242740360)"
Braddock Bay,State Park,3,Monroe,Beach,Not Available,,,,-77.70386572,43.29419545,"(43.29419545260, -77.70386571640)"
Canal Park Lock 32,Other,3,Monroe,Beach,Not Available,,,,-77.54634101,43.09255115,"(43.09255115210, -77.54634100980)"
Conesus Lake Marine Park,Marine Facility,3,Livingston,Beach,Not Available,http://nysparks.com/parks/71/details.aspx,,,-77.7116005,42.77580615,"(42.77580615110, -77.71160049680)"
Darien Lakes,State Park,3,Genesee,Beach,Available,http://nysparks.com/parks/144/details.aspx,,,-78.4114923,42.91181416,"(42.91181415730, -78.41149229790)"
Genesee River,Other,3,Monroe,Beach,Not Available,,,,-77.61431271,43.23058471,"(43.23058470660, -77.61431270980)"
Hamlin Beach,State Park,3,Monroe,Beach,Available,http://nysparks.com/parks/20/details.aspx,,,-77.95509767,43.3600913,"(43.36009130140, -77.95509767050)"
Irondequoit Bay Marine Park,Marine Facility,3,Monroe,Beach,Not Available,http://nysparks.com/parks/100/details.aspx,,,-77.53971069,43.23186953,"(43.23186953420, -77.53971068810)"
Lakeside Beach,State Park,3,Orleans,Beach,Not Available,http://nysparks.com/parks/161/details.aspx,,,-78.24370249,43.36638358,"(43.36638358220, -78.24370248780)"
Letchworth,State Park,3,Liv/Wyo,Beach,Not Available,http://nysparks.com/parks/79/details.aspx,,,-77.97576922,42.64592135,"(42.64592134880, -77.97576922360)"
Oak Orchard Marine Park,Marine Facility,3,Orleans,Beach,Not Available,http://nysparks.com/parks/131/details.aspx,,,-78.20101906,43.36810547,"(43.36810546950, -78.20101905880)"
Silver Lake,State Park,3,Wyoming,Beach,Not Available,http://nysparks.com/parks/104/details.aspx,,,-78.05656098,42.67925422,"(42.67925421890, -78.05656097830)"
Allan H. Treman,Marine Facility,4,Tompkins,Beach,Not Available,http://nysparks.com/parks/35/details.aspx,,,-76.51756817,42.46139668,"(42.46139668170, -76.51756817400)"
Beechwood,State Park,4,Wayne,Beach,Not Available,,,,-77.0337933,43.26669446,"(43.26669445500, -77.03379330370)"
Bonavista,State Park,4,Seneca,Beach,Not Available,http://nysparks.com/parks/160/details.aspx,http://nysparks.com/golf-courses/10/details.aspx,,-76.86772498,42.67319422,"(42.67319421710, -76.86772497930)"
Buttermilk Falls,State Park,4,Tompkins,Beach,Available,http://nysparks.com/parks/151/details.aspx,,,-76.51225664,42.40402596,"(42.40402595950, -76.51225663690)"
Canandaigua Lake Marine Park,Marine Facility,4,Ontario,Beach,Not Available,http://nysparks.com/parks/3/details.aspx,,,-77.2756828,42.87666859,"(42.87666859390, -77.27568279700)"
Cayuga Lake,State Park,4,Seneca,Beach,Available,http://nysparks.com/parks/123/details.aspx,,,-76.75531185,42.89795191,"(42.89795190730, -76.75531185020)"
Chimney Bluffs,State Park,4,Wayne,Beach,Not Available,http://nysparks.com/parks/43/details.aspx,,,-76.9170242,43.28094552,"(43.28094551730, -76.91702420280)"
Deans Cove Boat Launch,Marine Facility,4,Seneca,Beach,Not Available,http://nysparks.com/parks/63/details.aspx,,,-76.76872924,42.74446151,"(42.74446150760, -76.76872923760)"
Fair Haven Beach,State Park,4,Cayuga,Beach,Available,http://nysparks.com/parks/12/details.aspx,http://nysparks.com/golf-courses/9/details.aspx,,-76.69131068,43.34170812,"(43.34170812210, -76.69131068280)"
Fillmore Glen,State Park,4,Cayuga,Beach,Available,http://nysparks.com/parks/157/details.aspx,,,-76.38800625,42.69096898,"(42.69096898080, -76.38800624500)"
Ganondagon,State Historic Site,4,Ontario,Beach,Not Available,http://nysparks.com/historic-sites/26/details.aspx,,,-77.42206824,42.96482987,"(42.96482986650, -77.42206824230)"
Harriet Hollister Spencer,State Park,4,Ontario,Beach,Not Available,http://nysparks.com/parks/164/details.aspx,,,-77.51547809,42.688112,"(42.68811200300, -77.51547808690)"
Honeoye Marine Park,Marine Facility,4,Ontario,Beach,Not Available,http://nysparks.com/parks/162/details.aspx,,,-77.50457815,42.72575402,"(42.72575401990, -77.50457814970)"
Indian Hills,State Park,4,Steuben,Beach,Not Available,,http://nysparks.com/golf-courses/19/details.aspx,,-77.15476554,42.09305489,"(42.09305489030, -77.15476553570)"
Keuka Lake,State Park,4,Yates,Beach,Available,http://nysparks.com/parks/67/details.aspx,,,-77.12858336,42.58218255,"(42.58218255220, -77.12858335890)"
Lodi Point Marine Park,Marine Facility,4,Seneca,Beach,Not Available,http://nysparks.com/parks/89/details.aspx,,,-76.87683054,42.61824659,"(42.61824658550, -76.87683054420)"
Long Point,State Park,4,Cayuga,Beach,Available,http://nysparks.com/parks/170/details.aspx,,,-76.69840928,42.71741104,"(42.71741104130, -76.69840928250)"
Mark Twain,State Park,4,Chemung,Beach,Not Available,http://nysparks.com/parks/138/details.aspx,http://nysparks.com/golf-courses/3/details.aspx,,-76.83569091,42.21166069,"(42.21166069400, -76.83569091250)"
Newtown Battlefield,State Park,4,Chemung,Beach,Not Available,http://nysparks.com/parks/107/details.aspx,,,-76.73631727,42.04902652,"(42.04902651830, -76.73631726940)"
Parrot Hall,State Historic Site,4,Ontario,Beach,Not Available,,,,-77.00881425,42.87677396,"(42.87677395780, -77.00881424770)"
Pinnacle,State Park,4,Steuben,Beach,Not Available,http://nysparks.com/parks/4/details.aspx,http://nysparks.com/golf-courses/16/details.aspx,,-77.21456092,42.09735297,"(42.09735296920, -77.21456092280)"
Robert H. Treman,State Park,4,Tompkins,Beach,Available,http://nysparks.com/parks/135/details.aspx,,,-76.57954421,42.40057564,"(42.40057563940, -76.57954420760)"
Sampson,State Park,4,Seneca,Beach,Available,http://nysparks.com/parks/154/details.aspx,,,-76.9013257,42.72549002,"(42.72549001870, -76.90132570350)"
Seneca Lake,State Park,4,Ont/Sen,Beach,Available,http://nysparks.com/parks/125/details.aspx,,,-76.95454977,42.8739501,"(42.87395009670, -76.95454977080)"
Sonnenberg Gardens and Mansion,State Historic Park,4,Ontario,Beach,Not Available,http://nysparks.com/historic-sites/36/details.aspx,,,-77.2721596,42.89814677,"(42.89814677360, -77.27215960070)"
Stony Brook,State Park,4,Steuben,Beach,Available,http://nysparks.com/parks/118/details.aspx,,,-77.69296639,42.51855953,"(42.51855952910, -77.69296639290)"
Taughannock Falls,State Park,4,Tompkins,Beach,Available,http://nysparks.com/parks/62/details.aspx,,,-76.60976708,42.54073824,"(42.54073823840, -76.60976708320)"
Two Rivers,State Park,4,Tioga,Beach,Not Available,http://nysparks.com/parks/179/details.aspx,,,-76.54731999,42.02516355,"(42.02516354530, -76.54731999330)"
Watkins Glen,State Park,4,Schuyler,Beach,Not Available,http://nysparks.com/parks/142/details.aspx,,,-76.90013376,42.36753974,"(42.36753973990, -76.90013375860)"
Battle Island,State Park,5,Oswego,Beach,Not Available,http://nysparks.com/parks/44/details.aspx,http://nysparks.com/golf-courses/5/details.aspx,,-76.43604418,43.36167093,"(43.36167093380, -76.43604418290)"
Betty & Wilbur Davis,State Park,5,Otsego,Beach,Not Available,http://nysparks.com/parks/85/details.aspx,,,-74.83290982,42.66363969,"(42.66363969420, -74.83290982380)"
Bowman Lake,State Park,5,Chenango,Beach,Available,http://nysparks.com/parks/76/details.aspx,,,-75.6806338,42.51998474,"(42.51998473800, -75.68063380290)"
Canadarago Boat Marine Park,Marine Facility,5,Otsego,Beach,Not Available,,,,-75.01371176,42.81869731,"(42.81869731080, -75.01371176200)"
Chenango Valley,State Park,5,Broome,Beach,Available,http://nysparks.com/parks/41/details.aspx,http://nysparks.com/golf-courses/20/details.aspx,,-75.83623684,42.21554025,"(42.21554025070, -75.83623684010)"
Chittenango Falls,State Park,5,Madison,Beach,Not Available,http://nysparks.com/parks/130/details.aspx,,,-75.84665631,42.98148474,"(42.98148473660, -75.84665631290)"
Clark Reservation,State Park,5,Onondaga,Beach,Not Available,http://nysparks.com/parks/126/details.aspx,,,-76.09300044,42.9975225,"(42.99752250310, -76.09300043590)"
Delta Lake,State Park,5,Oneida,Beach,Available,http://nysparks.com/parks/66/details.aspx,,,-75.42187224,43.29096558,"(43.29096558100, -75.42187224350)"
Fort Ontario,State Historic Site,5,Oswego,Beach,Not Available,http://nysparks.com/historic-sites/20/details.aspx,,,-76.50744715,43.46612424,"(43.46612424410, -76.50744715030)"
Gilbert Lake,State Park,5,Otsego,Beach,Available,http://nysparks.com/parks/19/details.aspx,,,-75.13246312,42.586584,"(42.58658399600, -75.13246312460)"
Glimmerglass,State Park,5,Otsego,Beach,Available,http://nysparks.com/parks/28/details.aspx,,,-74.86868392,42.79362617,"(42.79362617320, -74.86868391560)"
Green Lakes,State Park,5,Onondaga,Beach,Available,http://nysparks.com/parks/172/details.aspx,http://nysparks.com/golf-courses/14/details.aspx,,-75.9818848,43.04697832,"(43.04697831830, -75.98188480470)"
Helen L. McNitt,Other,5,Madison,Beach,Not Available,,,,-75.87410835,42.97085176,"(42.97085175510, -75.87410834750)"
Herkimer Home,State Historic Site,5,Herkimer,Beach,Not Available,http://nysparks.com/historic-sites/14/details.aspx,,,-74.81586505,43.02532856,"(43.02532856280, -74.81586505310)"
Hyde Hall,State Historic Site,5,Otsego,Beach,Not Available,http://nysparks.com/historic-sites/11/details.aspx,,,-74.8739967,42.79373333,"(42.79373332960, -74.87399669630)"
John Burroughs Memorial,State Historic Site,5,Delaware,Beach,Not Available,http://nysparks.com/historic-sites/3/details.aspx,,,-74.58596903,42.29474198,"(42.29474197550, -74.58596903470)"
Lorenzo,State Historic Site,5,Madison,Beach,Not Available,http://nysparks.com/historic-sites/15/details.aspx,,,-75.86569996,42.92290209,"(42.92290209040, -75.86569996170)"
Mexico Point,State Park,5,Oswego,Beach,Not Available,,,,-76.25846408,43.5199984,"(43.51999840030, -76.25846407760)"
Mexico Point Marine Park,Marine Facility,5,Oswego,Beach,Not Available,http://nysparks.com/parks/183/details.aspx,,,-76.25514321,43.52337504,"(43.52337503640, -76.25514320860)"
Old Erie Canal,State Historic Park,5,Onon/Mad/Oneida,Beach,Not Available,http://nysparks.com/historic-sites/32/details.aspx,,,-75.92176935,43.0754747,"(43.07547470480, -75.92176934910)"
Oquaga Creek,State Park,5,Broome/Delaware,Beach,Available,http://nysparks.com/parks/27/details.aspx,,,-75.42467935,42.17805145,"(42.17805144910, -75.42467934830)"
Oriskany Battlefield,State Historic Site,5,Oneida,Beach,Not Available,http://nysparks.com/historic-sites/21/details.aspx,,,-75.36671039,43.1767747,"(43.17677469700, -75.36671039240)"
Pixley Falls,State Park,5,Oneida,Beach,Not Available,http://nysparks.com/parks/32/details.aspx,,,-75.34147555,43.40431845,"(43.40431845360, -75.34147555230)"
Robert V. Riddell,State Park,5,Otsego,Beach,Not Available,http://nysparks.com/parks/18/details.aspx,,,-74.93710757,42.47625451,"(42.47625450820, -74.93710757450)"
Sandy Island Beach,State Park,5,Oswego,Beach,Available,http://nysparks.com/parks/153/details.aspx,,,-76.195665,43.63093161,"(43.63093160520, -76.19566500410)"
Selkirk Shores,State Park,5,Oswego,Beach,Available,http://nysparks.com/parks/84/details.aspx,,,-76.19844002,43.55566201,"(43.55566201050, -76.19844002330)"
State Park at the Fair,Other,5,Onondaga,Beach,Not Available,http://nysparks.com/parks/82/details.aspx,,,-76.21696591,43.07110463,"(43.07110463170, -76.21696591430)"
Steuben Memorial,State Historic Site,5,Oneida,Beach,Not Available,http://nysparks.com/historic-sites/2/details.aspx,,,-75.2324893,43.3381057,"(43.33810569960, -75.23248930110)"
Verona Beach,State Park,5,Oneida,Beach,Available,http://nysparks.com/parks/102/details.aspx,,,-75.71658659,43.17800825,"(43.17800824900, -75.71658658600)"
Clarence Fahnestock,State Park,7,Putnam,Beach,Available,http://nysparks.com/parks/133/details.aspx,,http://www.nysparks.com/environment/nature-centers/3/details.aspx,-73.84764739,41.45275633,"(41.45275633070, -73.84764739280)"
Clermont,State Historic Site,7,Col/Dutch,Beach,Not Available,http://nysparks.com/historic-sites/16/details.aspx,,,-73.91104016,42.08330974,"(42.08330973870, -73.91104015700)"
Clinton House,State Historic Site,7,Dutchess,Beach,Not Available,http://nysparks.com/historic-sites/1/details.aspx,,,-73.91624471,41.70036495,"(41.70036495400, -73.91624471230)"
Donald J. Trump,State Park,7,Putnam/Westchester,Beach,Not Available,,,,-73.80837178,41.34539868,"(41.34539867750, -73.80837178360)"
Donald J. Trump,State Park,7,Putnam/Westchester,Beach,Not Available,,,,-73.80405211,41.26263355,"(41.26263355270, -73.80405211470)"
Franklin Delano Roosevelt,State Park,7,Westchester,Beach,Not Available,http://nysparks.com/parks/148/details.aspx,,,-73.80875691,41.28230417,"(41.28230417020, -73.80875690520)"
Hart's Brook Nature Preserve & Arboretum,Other,7,Westchester,Beach,Not Available,,,,-73.80806017,41.01796144,"(41.01796144330, -73.80806016760)"
Hudson Highlands,State Park Preserve,7,Dutch/Put,Beach,Not Available,http://nysparks.com/parks/9/details.aspx,,,-73.96211032,41.43375567,"(41.43375567300, -73.96211032090)"
James Baird,State Park,7,Dutchess,Beach,Not Available,http://nysparks.com/parks/101/details.aspx,http://nysparks.com/golf-courses/1/details.aspx,,-73.79543181,41.6880051,"(41.68800509510, -73.79543181340)"
John Jay Homestead,State Historic Site,7,Westchester,Beach,Not Available,http://nysparks.com/historic-sites/4/details.aspx,,,-73.65880641,41.25034096,"(41.25034095730, -73.65880640870)"
Lake Taghkanic,State Park,7,Columbia,Beach,Available,http://nysparks.com/parks/38/details.aspx,,,-73.70588782,42.09288182,"(42.09288181800, -73.70588781880)"
Margaret Lewis Norrie,State Park,7,Dutchess,Beach,Not Available,http://nysparks.com/parks/171/details.aspx,,,-73.93895514,41.84153655,"(41.84153654810, -73.93895513720)"
Ogden & Ruth Livingston Mills,State Park,7,Dutchess,Beach,Not Available,http://nysparks.com/parks/33/details.aspx,http://nysparks.com/golf-courses/21/details.aspx,,-73.93480595,41.8530054,"(41.85300539520, -73.93480595460)"
Olana,State Historic Site,7,Columbia,Beach,Not Available,http://nysparks.com/historic-sites/23/details.aspx,,,-73.82875957,42.21459514,"(42.21459513810, -73.82875956580)"
Old Croton Aqueduct,State Historic Park,7,Westchester,Beach,Not Available,http://nysparks.com/parks/96/details.aspx,,,-73.86317128,41.16566387,"(41.16566387170, -73.86317128260)"
Peter Jay,Other,7,Westchester,Beach,Not Available,http://nysparks.com/historic-sites/39/details.aspx,,,-73.70587755,40.95694601,"(40.95694601390, -73.70587754860)"
Philipse Manor Hall,State Historic Site,7,Westchester,Beach,Not Available,http://nysparks.com/historic-sites/37/details.aspx,,,-73.89931286,40.93555005,"(40.93555005170, -73.89931286140)"
Quiet Cove Riverfront Park,Other,7,Dutchess,Beach,Not Available,,,,-73.93449945,41.73322539,"(41.73322538680, -73.93449945000)"
Rockefeller Park Preserve,State Park,7,Westchester,Beach,Not Available,http://nysparks.com/parks/59/details.aspx,,,-73.83253999,41.10969309,"(41.10969308530, -73.83253998950)"
Staatsburgh,State Historic Site,7,Dutchess,Beach,Not Available,http://nysparks.com/historic-sites/25/details.aspx,,,-73.9299489,41.85662754,"(41.85662753880, -73.92994890210)"
